Unique_Name,Transaction_Amount,Country_Amount_Interaction,Velocity_Risk,Transaction_Amount_Squared,Num_Transactions_24h,Risk_Velocity,Is_Suspicious,Country_Amount_Interaction_Squared,Velocity_Risk_Squared,Transaction_Amount_x_Country_Amount_Interaction
IMP_Record_00465,962176.33,76.97,21.17,925783290012.2688,22,0.48,1,5924.3809,448.16890000000006,74058712.12009999
IMP_Record_00466,374933.09,3.75,10.5,140574821976.94812,28,17.67,1,14.0625,110.25,1405999.0875000001
IMP_Record_00467,285783.52,22.86,8.29,81672220303.59041,29,4.74,1,522.5796,68.72409999999999,6533011.267200001
IMP_Record_00468,868612.27,26.06,11.29,754487275594.553,13,7.35,1,679.1235999999999,127.46409999999999,22636035.7562
IMP_Record_00469,223673.48,15.66,4.03,50029825655.3104,18,9.07,1,245.2356,16.240900000000003,3502726.6968
IMP_Record_00470,963226.22,9.63,1.93,927804750895.4884,2,0.03,1,92.73690000000002,3.7249,9275868.4986
IMP_Record_00471,12253.26,0.12,0.36,150142380.6276,29,10.52,0,0.0144,0.1296,1470.3912
IMP_Record_00472,969881.84,48.49,20.37,940670783561.7855,21,12.62,1,2351.2801000000004,414.93690000000004,47029570.4216
IMP_Record_00473,43255.6,2.16,0.65,1871046931.36,15,12.73,1,4.6656,0.42250000000000004,93432.096
IMP_Record_00474,891154.0,71.29,24.06,794155451716.0,27,23.99,1,5082.264100000001,578.8835999999999,63530368.660000004
IMP_Record_00475,527748.34,36.94,16.36,278518310372.75555,31,15.0,1,1364.5635999999997,267.64959999999996,19495023.679599997
IMP_Record_00476,992965.5,79.44,14.89,985980484190.25,15,10.93,1,6310.7136,221.71210000000002,78881179.32
IMP_Record_00477,73889.19,4.43,1.7,5459612398.8561,23,7.28,1,19.624899999999997,2.8899999999999997,327329.1117
IMP_Record_00478,553898.9,33.23,13.29,306803991421.21,24,8.21,1,1104.2328999999997,176.62409999999997,18406060.447
IMP_Record_00479,969305.61,19.39,42.65,939553365577.472,44,8.56,1,375.9721,1819.0224999999998,18794835.7779
IMP_Record_00480,523145.53,31.39,6.8,273681245558.98093,13,7.31,1,985.3321000000001,46.239999999999995,16421538.186700001
IMP_Record_00481,629435.7,31.47,13.85,396189300434.4899,22,6.92,1,990.3608999999999,191.8225,19808341.479
IMP_Record_00482,695779.11,20.87,29.92,484108569912.3921,43,3.63,1,435.55690000000004,895.2064000000001,14520910.025700001
IMP_Record_00483,454595.61,27.28,16.82,206657168631.2721,37,25.35,1,744.1984000000001,282.9124,12401368.2408
IMP_Record_00484,627595.32,50.21,20.71,393875885685.90234,33,23.36,1,2521.0441,428.9041,31511561.017199997
IMP_Record_00485,584355.88,52.59,1.75,341471794490.5744,3,1.08,1,2765.7081000000003,3.0625,30731275.7292
IMP_Record_00486,901167.89,9.01,17.12,812103565967.0521,19,1.46,1,81.1801,293.0944,8119522.6888999995
IMP_Record_00487,45541.84,1.37,1.05,2074059190.5855997,23,9.8,1,1.8769000000000002,1.1025,62392.3208
IMP_Record_00488,281035.09,8.43,8.15,78980721811.30812,29,12.83,1,71.0649,66.4225,2369125.8087
IMP_Record_00489,950416.44,76.03,28.51,903291409422.2734,30,20.06,1,5780.5609,812.8201000000001,72260161.9332
IMP_Record_00490,890274.76,8.9,34.72,792589148293.0576,39,12.3,1,79.21000000000001,1205.4784,7923445.364
IMP_Record_00491,455711.19,22.79,20.05,207672688691.2161,44,30.03,1,519.3841,402.00250000000005,10385658.0201
IMP_Record_00492,620170.58,18.61,29.15,384611548297.5364,47,40.96,1,346.33209999999997,849.7225,11541374.4938
IMP_Record_00493,277453.44,5.55,6.94,76980411367.8336,25,5.94,1,30.8025,48.1636,1539866.592
IMP_Record_00494,188202.35,15.06,6.96,35420124545.5225,37,36.22,1,226.80360000000002,48.4416,2834327.3910000003
IMP_Record_00495,463752.04,13.91,21.8,215065954604.1616,47,18.16,1,193.4881,475.24,6450790.8763999995
IMP_Record_00496,353416.89,24.74,2.83,124903498137.27211,8,2.14,1,612.0676,8.0089,8743533.8586
IMP_Record_00497,583697.75,5.84,24.52,340703063355.0625,42,17.7,1,34.105599999999995,601.2304,3408794.86
IMP_Record_00498,77826.86,4.67,1.25,6057020137.4596,16,1.51,1,21.808899999999998,1.5625,363451.4362
IMP_Record_00499,974397.37,29.23,7.8,949450234662.9169,8,1.01,1,854.3929,60.839999999999996,28481635.1251
IMP_Record_00500,986212.12,78.9,0.99,972614345634.8944,1,0.41,1,6225.210000000001,0.9801,77812136.268
IMP_Record_00501,698191.9,41.89,30.72,487471929225.61005,44,33.55,1,1754.7721000000001,943.7184,29247258.691
IMP_Record_00502,536142.76,10.72,2.68,287449059100.4176,5,4.5,1,114.91840000000002,7.182400000000001,5747450.387200001
IMP_Record_00503,309596.66,18.58,0.93,95850091883.15558,3,1.99,1,345.21639999999996,0.8649000000000001,5752305.942799999
IMP_Record_00504,813813.64,56.97,0.81,662292640650.0497,1,0.11,1,3245.5809,0.6561000000000001,46362963.0708
IMP_Record_00505,684762.7,34.24,2.74,468899955311.2899,4,2.69,1,1172.3776,7.507600000000001,23446274.848
IMP_Record_00506,162700.68,4.88,6.51,26471511272.4624,40,25.42,1,23.8144,42.3801,793979.3184
IMP_Record_00507,910936.09,36.44,31.88,829804560064.488,35,28.2,1,1327.8736,1016.3344,33194511.119599998
IMP_Record_00508,822554.99,32.9,26.32,676596711573.9,32,26.41,1,1082.4099999999999,692.7424,27062059.171
IMP_Record_00509,949804.93,56.99,39.89,902129405052.305,42,36.46,1,3247.8601000000003,1591.2121,54129382.960700005
IMP_Record_00510,725746.94,7.26,24.68,526708620919.3635,34,14.08,1,52.7076,609.1024,5268922.784399999
IMP_Record_00511,613453.85,24.54,26.38,376325626079.82245,43,30.01,1,602.2116,695.9043999999999,15054157.478999998
IMP_Record_00512,418301.21,16.73,10.46,174975902287.4641,25,6.71,1,279.8929,109.41160000000002,6998179.2433
IMP_Record_00513,932735.21,9.33,9.33,869994971973.744,10,9.99,1,87.0489,87.0489,8702419.5093
IMP_Record_00514,866077.28,77.95,18.19,750089854932.1985,21,3.68,1,6076.2025,330.87610000000006,67510723.97600001
IMP_Record_00515,45314.15,1.81,2.08,2053372190.2225,46,0.47,1,3.2761,4.3264000000000005,82018.6115
IMP_Record_00516,26464.34,1.85,1.03,700361291.6356,39,5.8,1,3.4225000000000003,1.0609,48959.029
IMP_Record_00517,376525.72,11.3,10.17,141771617821.51837,27,20.95,1,127.69000000000001,103.4289,4254740.636
IMP_Record_00518,810572.28,24.32,21.89,657027421104.3984,27,12.06,1,591.4624,479.1721,19713117.849600002
IMP_Record_00519,987277.4,78.98,1.97,974716664550.76,2,0.9,1,6237.840400000001,3.8809,77975169.052
IMP_Record_00520,150501.85,12.04,6.17,22650806853.4225,41,39.16,1,144.96159999999998,38.0689,1812042.274
IMP_Record_00521,594171.3,5.94,28.52,353039533743.69006,48,44.14,1,35.28360000000001,813.3904,3529377.5220000003
IMP_Record_00522,380952.77,7.62,4.95,145125012970.6729,13,4.05,1,58.0644,24.5025,2902860.1074
IMP_Record_00523,969917.41,77.59,8.73,940739782221.1082,9,1.88,1,6020.208100000001,76.2129,75255891.8419
IMP_Record_00524,842134.71,8.42,30.32,709190869786.784,36,30.55,1,70.8964,919.3024,7090774.2582
IMP_Record_00525,838344.87,67.07,18.44,702822121055.3169,22,19.93,1,4498.384899999999,340.03360000000004,56227790.43089999
IMP_Record_00526,468746.29,37.5,19.69,219723084388.76407,42,22.75,1,1406.25,387.69610000000006,17577985.875
IMP_Record_00527,414878.02,8.3,10.79,172123771479.12042,26,16.37,1,68.89000000000001,116.42409999999998,3443487.5660000006
IMP_Record_00528,273479.73,10.94,3.28,74791162720.8729,12,3.08,1,119.68359999999998,10.758399999999998,2991868.2461999995
IMP_Record_00529,56469.86,3.39,0.96,3188845088.4196,17,13.61,1,11.4921,0.9216,191432.8254
IMP_Record_00530,864735.9,77.83,12.11,747768176748.81,14,8.85,1,6057.5089,146.6521,67302395.097
IMP_Record_00531,812919.72,65.03,11.38,660838471164.8783,14,7.05,1,4228.900900000001,129.5044,52864169.3916
IMP_Record_00532,999717.7,79.98,33.99,999435479693.2899,34,2.04,1,6396.800400000001,1155.3201000000001,79957421.646
IMP_Record_00533,996637.17,69.76,19.93,993285648625.609,20,18.32,1,4866.457600000001,397.2049,69525408.9792
IMP_Record_00534,555476.16,49.99,6.11,308553764328.34564,11,6.77,1,2499.0001,37.332100000000004,27768253.2384
IMP_Record_00535,769010.52,15.38,12.3,591377179870.6704,16,3.08,1,236.54440000000002,151.29000000000002,11827381.797600001
IMP_Record_00536,944771.25,28.34,29.29,892592714826.5625,31,18.8,1,803.1555999999999,857.9041,26774817.225
IMP_Record_00537,849662.43,67.97,5.1,721926244953.505,6,4.06,1,4619.9209,26.009999999999998,57751555.3671
IMP_Record_00538,247423.37,14.85,4.7,61218324022.1569,19,9.99,1,220.52249999999998,22.090000000000003,3674237.0445
IMP_Record_00539,450599.08,40.55,16.67,203039530896.8464,37,26.57,1,1644.3024999999998,277.88890000000004,18271792.694
IMP_Record_00540,129246.5,5.17,0.52,16704657762.25,4,2.33,1,26.7289,0.27040000000000003,668204.405
IMP_Record_00541,954055.62,76.32,44.84,910222126053.5844,47,44.55,1,5824.742399999999,2010.6256000000003,72813524.91839999
IMP_Record_00542,606214.02,18.19,2.42,367495438044.5604,4,0.21,1,330.87610000000006,5.8564,11027033.0238
IMP_Record_00543,228719.94,6.86,4.57,52312810953.6036,20,2.12,1,47.0596,20.884900000000002,1569018.7884000002
IMP_Record_00544,671733.51,53.74,6.72,451225908456.9201,10,1.74,1,2887.9876000000004,45.15839999999999,36098958.8274
IMP_Record_00545,618166.43,30.91,14.84,382129735178.94495,24,16.56,1,955.4281,220.2256,19107524.3513
IMP_Record_00546,358226.9,10.75,12.54,128326511883.61002,35,22.6,1,115.5625,157.25159999999997,3850939.1750000003
IMP_Record_00547,113646.24,1.14,2.95,12915467866.137602,26,23.19,1,1.2995999999999999,8.7025,129556.71359999999
IMP_Record_00548,671606.04,20.15,24.85,451054672964.4816,37,27.12,1,406.0224999999999,617.5225,13532861.706
IMP_Record_00549,520355.67,46.83,19.77,270770023301.1489,38,19.32,1,2193.0489,390.8529,24368256.0261
IMP_Record_00550,772341.16,38.62,16.22,596510867430.1456,21,20.83,1,1491.5043999999998,263.0884,29827815.5992
IMP_Record_00551,520211.48,10.4,20.81,270619983923.79037,40,10.64,1,108.16000000000001,433.05609999999996,5410199.392
IMP_Record_00552,852196.28,59.65,33.24,726238499645.8385,39,32.49,1,3558.1225,1104.8976000000002,50833508.102
IMP_Record_00553,551951.65,11.04,11.59,304650623937.72253,21,8.96,1,121.88159999999998,134.3281,6093546.216
IMP_Record_00554,560981.88,22.44,5.61,314700669688.3344,10,6.49,1,503.5536000000001,31.472100000000005,12588433.387200002
IMP_Record_00555,876665.94,61.37,33.31,768543170356.0835,38,27.64,1,3766.2769,1109.5561000000002,53800988.737799995
IMP_Record_00556,403542.52,16.14,18.56,162846565447.9504,46,29.15,1,260.49960000000004,344.4736,6513176.2728
IMP_Record_00557,134101.83,9.39,0.54,17983300809.348896,4,0.56,1,88.17210000000001,0.2916,1259216.1837
IMP_Record_00558,28879.8,2.02,1.3,834042848.04,45,19.93,1,4.0804,1.6900000000000002,58337.195999999996
IMP_Record_00559,755161.74,7.55,15.1,570269253559.8276,20,11.23,1,57.0025,228.01,5701471.137
IMP_Record_00560,620347.52,37.22,10.55,384831045570.15045,17,14.43,1,1385.3283999999999,111.30250000000001,23089334.6944
IMP_Record_00561,704109.36,63.37,4.93,495769990839.60956,7,3.11,1,4015.7569,24.304899999999996,44619410.143199995
IMP_Record_00562,213042.87,4.26,0.85,45387264457.8369,4,3.67,1,18.147599999999997,0.7224999999999999,907562.6261999999
IMP_Record_00563,136457.84,4.09,3.96,18620742097.4656,29,12.77,1,16.728099999999998,15.6816,558112.5656
IMP_Record_00564,14643.21,0.73,0.21,214423599.1041,14,7.68,0,0.5328999999999999,0.04409999999999999,10689.5433
IMP_Record_00565,350652.5,31.56,1.05,122957175756.25,3,2.39,1,996.0335999999999,1.1025,11066592.9
IMP_Record_00566,589958.7,23.6,14.16,348051267705.68994,24,13.99,1,556.96,200.50560000000002,13923025.32
IMP_Record_00567,392304.82,3.92,14.52,153903071795.2324,37,35.53,1,15.366399999999999,210.8304,1537834.8944
IMP_Record_00568,437531.17,17.5,7.0,191433524721.56888,16,10.57,1,306.25,49.0,7656795.475
IMP_Record_00569,904168.28,54.25,3.62,817520278558.1584,4,2.09,1,2943.0625,13.1044,49051129.190000005
IMP_Record_00570,348320.64,17.42,8.36,121327268250.00961,24,0.57,1,303.4564000000001,69.88959999999999,6067745.548800001
IMP_Record_00571,514038.09,5.14,17.48,264235157970.8481,34,14.07,1,26.419599999999996,305.5504,2642155.7826
IMP_Record_00572,783674.65,31.35,23.51,614145957052.6226,30,8.98,1,982.8225000000001,552.7201000000001,24568200.277500004
IMP_Record_00573,396603.13,23.8,7.14,157294042725.7969,18,13.47,1,566.44,50.9796,9439154.494
IMP_Record_00574,622124.49,24.88,11.82,387038881057.7601,19,3.96,1,619.0143999999999,139.7124,15478457.311199998
IMP_Record_00575,862377.47,77.61,26.73,743694900763.6008,31,6.36,1,6023.3121,714.4929000000001,66929115.4467
IMP_Record_00576,949525.67,47.48,18.04,901598997988.949,19,3.6,1,2254.3504,325.4416,45083478.8116
IMP_Record_00577,147158.77,11.77,7.21,21655703587.912895,49,6.16,1,138.53289999999998,51.9841,1732058.7228999997
IMP_Record_00578,926594.97,83.39,42.62,858578238429.3009,46,14.31,1,6953.8921,1816.4643999999998,77268754.5483
IMP_Record_00579,492167.08,24.61,9.35,242228434635.7264,19,16.83,1,605.6521,87.4225,12112231.8388
IMP_Record_00580,258318.56,15.5,5.68,66728478440.4736,22,17.05,1,240.25,32.2624,4003937.68
IMP_Record_00581,459189.84,4.59,11.02,210855309159.22562,24,17.65,1,21.068099999999998,121.4404,2107681.3656
IMP_Record_00582,980034.57,68.6,44.1,960467758395.0848,45,35.88,1,4705.959999999999,1944.8100000000002,67230371.50199999
IMP_Record_00583,492668.83,19.71,5.91,242722576053.5689,12,3.23,1,388.4841,34.9281,9710502.6393
IMP_Record_00584,328818.74,6.58,9.86,108121763775.18759,30,26.62,1,43.2964,97.21959999999999,2163627.3092
IMP_Record_00585,633437.51,31.67,24.07,401243079075.0001,38,5.22,1,1002.9889000000001,579.3649,20060965.9417
IMP_Record_00586,240221.6,7.21,7.45,57706417106.560005,31,10.43,1,51.9841,55.502500000000005,1731997.736
IMP_Record_00587,75955.74,4.56,2.73,5769274438.9476,36,21.12,1,20.793599999999998,7.4529,346358.1744
IMP_Record_00588,128966.83,10.32,2.45,16632443240.248901,19,1.96,1,106.50240000000001,6.002500000000001,1330937.6856
IMP_Record_00589,128133.03,8.97,6.15,16418073376.9809,48,35.05,1,80.46090000000001,37.822500000000005,1149353.2791000002
IMP_Record_00590,151987.5,4.56,6.84,23100200156.25,45,17.43,1,20.793599999999998,46.785599999999995,693062.9999999999
IMP_Record_00591,138913.29,11.11,5.0,19296902138.624104,36,28.24,1,123.43209999999999,25.0,1543326.6519
IMP_Record_00592,640910.66,12.82,19.23,410766474101.6356,30,14.79,1,164.35240000000002,369.79290000000003,8216474.661200001
IMP_Record_00593,181961.9,16.38,8.92,33110133051.609997,49,8.86,1,268.3044,79.5664,2980535.922
IMP_Record_00594,345732.72,13.83,11.41,119531113678.59837,33,24.25,1,191.2689,130.1881,4781483.5176
IMP_Record_00595,896798.73,8.97,16.14,804247962129.6129,18,4.54,1,80.46090000000001,260.49960000000004,8044284.608100001
IMP_Record_00596,474014.24,37.92,23.23,224689499722.7776,49,24.05,1,1437.9264,539.6329000000001,17974619.9808
IMP_Record_00597,667590.98,46.73,18.69,445677716577.36035,28,2.11,1,2183.6928999999996,349.31610000000006,31196526.495399997
IMP_Record_00598,172402.64,8.62,8.1,29722670278.969604,47,29.04,1,74.30439999999999,65.61,1486110.7568
IMP_Record_00599,192369.79,9.62,2.12,37006136104.644104,11,7.32,1,92.54439999999998,4.494400000000001,1850597.3798
IMP_Record_00600,40964.53,2.87,1.84,1678092718.1209,45,17.04,1,8.2369,3.3856,117568.2011
IMP_Record_00601,169018.17,8.45,5.58,28567141790.148903,33,31.5,1,71.40249999999999,31.136400000000002,1428203.5365
IMP_Record_00602,278662.48,22.29,4.74,77652777759.7504,17,14.86,1,496.84409999999997,22.4676,6211386.679199999
IMP_Record_00603,177092.78,10.63,1.06,31361852728.1284,6,4.25,1,112.99690000000001,1.1236000000000002,1882496.2514000002
IMP_Record_00604,88793.66,4.44,0.36,7884314056.1956005,4,2.85,1,19.713600000000003,0.1296,394243.85040000005
IMP_Record_00605,120723.81,10.87,2.41,14574238300.9161,20,5.05,1,118.15689999999998,5.8081000000000005,1312267.8147
IMP_Record_00606,460832.69,9.22,22.12,212366768172.6361,48,31.53,1,85.00840000000001,489.29440000000005,4248877.4018
IMP_Record_00607,206413.09,2.06,9.7,42606363723.3481,47,9.32,1,4.2436,94.08999999999999,425210.9654
IMP_Record_00608,364333.43,29.15,9.84,132738848215.5649,27,3.89,1,849.7225,96.8256,10620319.484499998
IMP_Record_00609,503466.93,15.1,7.55,253478949603.62488,15,14.99,1,228.01,57.0025,7602350.643
IMP_Record_00610,690425.79,48.33,4.14,476687771497.12415,6,3.73,1,2335.7889,17.139599999999998,33368278.4307
IMP_Record_00611,39408.21,3.15,1.85,1553007015.4041,47,20.26,1,9.9225,3.4225000000000003,124135.8615
IMP_Record_00612,799430.46,47.97,11.19,639089060375.8115,14,4.03,1,2301.1209,125.21609999999998,38348679.1662
IMP_Record_00613,627937.6,56.51,6.91,394305629493.75995,11,6.64,1,3193.3801,47.7481,35484753.776
IMP_Record_00614,81850.86,5.73,3.19,6699563282.7396,39,1.93,1,32.8329,10.1761,469005.42780000006
IMP_Record_00615,873591.27,43.68,7.86,763161707020.2129,9,0.85,1,1907.9424,61.7796,38158466.6736
IMP_Record_00616,920880.31,73.67,23.94,848020545345.6962,26,0.85,1,5427.2689,573.1236,67841252.4377
IMP_Record_00617,61171.85,1.22,0.98,3741995232.4224997,16,7.99,1,1.4884,0.9603999999999999,74629.65699999999
IMP_Record_00618,276949.96,19.39,1.38,76701280344.00162,5,3.0,1,375.9721,1.9043999999999996,5370059.724400001
IMP_Record_00619,806220.66,32.25,8.06,649991752610.8357,10,0.62,1,1040.0625,64.96360000000001,26000616.285
IMP_Record_00620,748284.86,67.35,2.24,559930231705.2196,3,2.16,1,4536.022499999999,5.017600000000001,50396985.320999995
IMP_Record_00621,184602.57,1.85,2.4,34078108850.604904,13,3.0,1,3.4225000000000003,5.76,341514.75450000004
IMP_Record_00622,209428.39,14.66,9.01,43860250537.9921,43,29.46,1,214.9156,81.1801,3070220.1974000004
IMP_Record_00623,370535.06,22.23,18.16,137296230689.2036,49,48.11,1,494.1729,329.7856,8236994.3838
IMP_Record_00624,484574.53,38.77,14.54,234812475124.72092,30,20.73,1,1503.1129000000003,211.41159999999996,18786954.528100003
IMP_Record_00625,618292.95,30.91,27.82,382286172019.70245,45,39.74,1,955.4281,773.9524,19111435.0845
IMP_Record_00626,368976.75,3.69,2.21,136143842040.5625,6,5.69,1,13.6161,4.8841,1361524.2075
IMP_Record_00627,462588.46,4.63,7.86,213988083325.17163,17,8.27,1,21.436899999999998,61.7796,2141784.5698
IMP_Record_00628,747496.19,67.27,33.64,558750554064.516,45,31.6,1,4525.2528999999995,1131.6496,50284068.701299995
IMP_Record_00629,36779.53,2.21,0.7,1352733827.0209,19,16.19,1,4.8841,0.48999999999999994,81282.7613
IMP_Record_00630,252511.7,12.63,10.61,63762158636.89001,42,14.98,1,159.51690000000002,112.57209999999999,3189222.771
IMP_Record_00631,713378.25,7.13,24.97,508908527573.0625,35,9.15,1,50.8369,623.5008999999999,5086386.9225
IMP_Record_00632,895217.32,53.71,41.18,801414050027.9823,46,43.54,1,2884.7641,1695.7924,48082122.257199995
IMP_Record_00633,511726.27,30.7,13.3,261863775408.1129,26,18.88,1,942.49,176.89000000000001,15709996.489
IMP_Record_00634,532160.27,15.96,2.66,283194552966.4729,5,1.1,1,254.72160000000002,7.0756000000000006,8493277.909200002
IMP_Record_00635,107261.29,8.58,3.11,11504984332.464098,29,13.02,1,73.6164,9.672099999999999,920301.8681999999
IMP_Record_00636,447467.63,4.47,16.56,200227279897.8169,37,29.47,1,19.9809,274.23359999999997,2000180.3061
IMP_Record_00637,532664.0,5.33,10.65,283730936896.0,20,10.94,1,28.4089,113.42250000000001,2839099.12
IMP_Record_00638,242546.26,14.55,11.88,58828688239.9876,49,31.85,1,211.70250000000001,141.13440000000003,3529048.083
IMP_Record_00639,269316.31,2.69,5.66,72531274832.0161,21,15.83,1,7.2360999999999995,32.0356,724460.8739
IMP_Record_00640,377346.43,22.64,3.77,142390328233.7449,10,6.22,1,512.5696,14.2129,8543123.1752
IMP_Record_00641,20169.19,0.2,0.1,406796225.25609994,5,2.7,0,0.04000000000000001,0.010000000000000002,4033.8379999999997
IMP_Record_00642,322146.96,19.33,11.6,103778663837.24161,36,26.99,1,373.6488999999999,134.56,6227100.7368
IMP_Record_00643,211526.86,6.35,1.27,44743612501.459595,6,4.37,1,40.3225,1.6129,1343195.5609999998
IMP_Record_00644,327564.6,26.21,8.52,107298567173.15999,26,16.38,1,686.9641,72.59039999999999,8585468.166
IMP_Record_00645,119850.16,7.19,0.48,14364060852.0256,4,1.44,1,51.69610000000001,0.2304,861722.6504
IMP_Record_00646,890538.23,8.91,34.73,793058339091.5328,39,15.83,1,79.38810000000001,1206.1728999999998,7934695.6293
IMP_Record_00647,593633.09,29.68,23.15,352400245542.94806,39,37.85,1,880.9024,535.9224999999999,17619030.111199997
IMP_Record_00648,679134.41,54.33,23.77,461223546846.04816,35,3.93,1,2951.7488999999996,565.0129,36897372.4953
IMP_Record_00649,789192.32,23.68,0.79,622824517946.9823,1,0.27,1,560.7424,0.6241000000000001,18688074.137599997
IMP_Record_00650,498492.35,29.91,11.96,248494623008.5225,24,11.82,1,894.6081,143.04160000000002,14909906.1885
IMP_Record_00651,87011.6,4.35,3.13,7571018534.560001,36,30.12,1,18.922499999999996,9.796899999999999,378500.46
IMP_Record_00652,537152.83,32.23,3.22,288533162777.00885,6,0.98,1,1038.7728999999997,10.368400000000001,17312435.710899998
IMP_Record_00653,586882.43,5.87,24.06,344430986642.70496,41,11.36,1,34.456900000000005,578.8835999999999,3444999.8641000004
IMP_Record_00654,745464.93,52.18,34.29,555717961859.905,46,3.03,1,2722.7524,1175.8040999999998,38898360.047400005
IMP_Record_00655,431716.38,38.85,19.0,186379032760.3044,44,31.06,1,1509.3225000000002,361.0,16772181.363
IMP_Record_00656,127667.54,2.55,3.96,16299000769.651598,31,7.38,1,6.5024999999999995,15.6816,325552.22699999996
IMP_Record_00657,283847.53,14.19,5.68,80569420287.10092,20,7.77,1,201.3561,32.2624,4027796.4507000004
IMP_Record_00658,363145.99,14.53,8.72,131875010053.0801,24,10.65,1,211.12089999999998,76.03840000000001,5276511.2347
IMP_Record_00659,645952.65,38.76,16.15,417254826042.0225,25,22.28,1,1502.3375999999998,260.82249999999993,25037124.713999998
IMP_Record_00660,570821.23,34.25,20.55,325836876618.7129,36,14.81,1,1173.0625,422.3025,19550627.127499998
IMP_Record_00661,356161.12,7.12,7.48,126850743399.6544,21,3.05,1,50.6944,55.95040000000001,2535867.1744
IMP_Record_00662,986516.6,19.73,29.6,973215002075.5599,30,15.73,1,389.2729,876.1600000000001,19463972.518
IMP_Record_00663,605814.24,24.23,14.54,367010893386.7776,24,23.11,1,587.0929,211.41159999999996,14678879.0352
IMP_Record_00664,237303.07,2.37,10.44,56312747031.424904,44,26.74,1,5.6169,108.99359999999999,562408.2759
IMP_Record_00665,101872.29,9.17,4.28,10377963469.844099,42,41.3,1,84.0889,18.3184,934168.8992999999
IMP_Record_00666,152943.85,10.71,4.59,23391821252.822502,30,25.23,1,114.70410000000003,21.068099999999998,1638028.6335000002
IMP_Record_00667,246033.13,17.22,5.41,60532301057.5969,22,0.79,1,296.5284,29.2681,4236690.4986
IMP_Record_00668,160765.31,4.82,4.5,25845484899.3961,28,18.44,1,23.232400000000002,20.25,774888.7942
IMP_Record_00669,186648.37,5.6,1.31,34837614023.6569,7,2.01,1,31.359999999999996,1.7161000000000002,1045230.8719999999
IMP_Record_00670,285166.66,2.85,9.98,81320023975.55559,35,19.59,1,8.1225,99.60040000000001,812724.9809999999
IMP_Record_00671,173456.26,5.2,4.86,30087074133.187603,28,7.82,1,27.040000000000003,23.619600000000002,901972.552
IMP_Record_00672,896775.75,26.9,12.55,804206745788.0625,14,4.88,1,723.6099999999999,157.50250000000003,24123267.674999997
IMP_Record_00673,80325.72,3.21,0.8,6452221293.5184,10,9.23,1,10.3041,0.6400000000000001,257845.5612
IMP_Record_00674,524558.94,20.98,8.39,275162081533.9235,16,3.31,1,440.16040000000004,70.39210000000001,11005246.561199998
IMP_Record_00675,410455.79,12.31,6.57,168473955544.52408,16,13.99,1,151.5361,43.1649,5052710.7749
IMP_Record_00676,982380.38,78.59,30.45,965071211008.9445,31,0.94,1,6176.3881,927.2025,77205274.0642
IMP_Record_00677,112127.7,8.97,4.71,12572621107.289999,42,3.82,1,80.46090000000001,22.1841,1005785.469
IMP_Record_00678,397915.81,3.98,9.95,158336991847.9561,25,21.37,1,15.8404,99.00249999999998,1583704.9238
IMP_Record_00679,969473.49,67.86,12.6,939878847812.78,13,8.2,1,4604.9796,158.76,65788471.0314
IMP_Record_00680,865520.58,17.31,5.19,749125874403.5364,6,4.48,1,299.63609999999994,26.936100000000003,14982161.239799999
IMP_Record_00681,817090.36,8.17,35.95,667636656404.9296,44,9.21,1,66.74889999999999,1292.4025000000001,6675628.2412
IMP_Record_00682,257977.04,7.74,2.32,66552153167.161606,9,4.83,1,59.9076,5.3824,1996742.2896
IMP_Record_00683,170970.5,6.84,7.69,29230911870.25,45,33.17,1,46.785599999999995,59.136100000000006,1169438.22
IMP_Record_00684,668676.36,40.12,24.07,447128074422.8496,36,22.58,1,1609.6143999999997,579.3649,26827295.563199997
IMP_Record_00685,929383.05,46.47,39.96,863752853627.3026,43,20.28,1,2159.4609,1596.8016,43188430.3335
IMP_Record_00686,556807.22,22.27,11.14,310034280244.12836,20,19.2,1,495.9529,124.09960000000001,12400096.789399998
IMP_Record_00687,571655.53,45.73,10.29,326790044979.58093,18,12.17,1,2091.2328999999995,105.88409999999999,26141807.3869
IMP_Record_00688,280051.1,11.2,12.04,78428618611.20999,43,39.03,1,125.43999999999998,144.96159999999998,3136572.3199999994
IMP_Record_00689,769515.98,15.39,16.16,592154843475.3604,21,15.33,1,236.8521,261.1456,11842850.9322
IMP_Record_00690,187125.04,5.61,0.75,35015780595.0016,4,2.94,1,31.472100000000005,0.5625,1049771.4744000002
IMP_Record_00691,323746.87,19.42,10.68,104812035834.79689,33,2.64,1,377.1364000000001,114.0624,6287164.2154
IMP_Record_00692,425493.89,34.04,11.49,181045050427.33212,27,9.71,1,1158.7215999999999,132.0201,14483812.0156
IMP_Record_00693,507659.62,40.61,3.55,257718289778.5444,7,6.01,1,1649.1721,12.6025,20616057.1682
IMP_Record_00694,242485.49,21.82,1.45,58799212860.54009,6,1.4,1,476.11240000000004,2.1025,5291033.391799999
IMP_Record_00695,114925.34,8.04,1.72,13207833774.115599,15,1.73,1,64.64159999999998,2.9583999999999997,923999.7335999999
IMP_Record_00696,610658.98,12.21,10.99,372904389854.6404,18,5.87,1,149.08410000000003,120.7801,7456146.1458
IMP_Record_00697,288701.69,23.1,9.24,83348665808.8561,32,7.05,1,533.61,85.3776,6669009.039000001
