Unique_Name,Country,Country_Risk_Score,Transaction_Amount,Transaction_Volume_30D,Transaction_Trend_30D,Previous_Banking_History_Score,Chargeback_Count_12M,Past_SAR_Flag,Account_Age_Days,KYC_Risk_Score,Amount_Squared,Volume_Squared,Trend_Squared,Amount_x_Volume,CountryRisk_x_Trend,History_Inverse,Risk_Target,Risk_Label,Country_Risk_Flag,Composite_Risk_Score,Country_Risk_Score_Squared,Transaction_Amount_Cubed,History_Inverse_Squared,Amount_x_CountryRisk,Amount_x_Trend,Volume_x_CountryRisk
AML_Customer_00975,US,0.15,15064.47,20,0.363,61.56,3,1,2003,39.03,226.9383,400,0.131769,301289.4,0.05445,38.44,0,Low_Risk,0,0.5049575000000001,0.0225,3418.7046,1477.6336,2259.67,5468.403,3.0
AML_Customer_00976,CA,0.16,18157.71,23,0.161,62.07,3,0,1991,67.99,329.7024,529,0.025921,417627.33,0.02576,37.93,0,Low_Risk,0,0.521475,0.0256,5986.6412,1438.6849,2905.23,2923.391,3.68
AML_Customer_00977,IN,0.35,77384.64,25,0.116,100.0,1,0,1682,29.59,5988.3825,625,0.013456,1934616.0,0.0406,0.0,1,High_Risk,0,0.6234525000000001,0.1225,463408.8246,0.0,27084.62,8976.618,8.75
AML_Customer_00978,US,0.15,3194.26,24,0.187,84.0,1,1,905,26.63,10.2033,576,0.034969,76662.24,0.02805,16.0,0,Low_Risk,0,0.32712750000000007,0.0225,32.592,256.0,479.14,597.327,3.6
AML_Customer_00979,AE,0.28,15892.97,17,0.112,46.56,3,0,1580,57.42,252.5865,289,0.012544,270180.49,0.03136,53.44,0,Low_Risk,0,0.49805,0.0784,4014.3496,2855.8336,4450.03,1780.013,4.76
AML_Customer_00980,IN,0.35,3919.11,30,0.515,67.0,2,0,1264,97.93,15.3594,900,0.265225,117573.3,0.18025,33.0,0,Low_Risk,0,0.5390075,0.1225,60.1953,1089.0,1371.69,2018.342,10.5
AML_Customer_00981,DE,0.17,17249.06,27,0.123,58.3,1,1,572,45.31,297.5301,729,0.015129,465724.62,0.02091,41.7,1,High_Risk,0,0.5908100000000001,0.0289,5132.114,1738.89,2932.34,2121.634,4.59
AML_Customer_00982,NG,0.65,3949.38,22,-0.43,62.29,2,1,3546,93.76,15.5976,484,0.1849,86886.36,-0.2795,37.71,1,High_Risk,1,0.5991449999999999,0.4225,61.6009,1422.0441,2567.1,-1698.233,14.3
AML_Customer_00983,US,0.15,6520.02,28,0.651,40.41,3,0,482,91.44,42.5107,784,0.423801,182560.56,0.09765,59.59,0,Low_Risk,0,0.49626249999999994,0.0225,277.1704,3550.9681,978.0,4244.533,4.2
AML_Customer_00984,US,0.15,7368.06,23,0.21,56.76,3,0,2774,25.38,54.2883,529,0.0441,169465.38,0.0315,43.24,0,Low_Risk,0,0.37098,0.0225,399.9995,1869.6976,1105.21,1547.293,3.45
AML_Customer_00985,BR,0.4,26260.38,23,-0.126,100.0,0,0,433,40.18,689.6076,529,0.015876,603988.74,-0.0504,0.0,0,Low_Risk,0,0.53373,0.16,18109.3565,0.0,10504.15,-3308.808,9.2
AML_Customer_00986,AE,0.28,24796.42,34,-0.359,76.58,1,0,1048,64.33,614.8624,1156,0.128881,843078.28,-0.10052,23.42,1,High_Risk,0,0.599315,0.0784,15246.3874,548.4964,6943.0,-8901.915,9.52
AML_Customer_00987,BR,0.4,2847.74,20,0.219,15.18,2,1,3167,51.8,8.1096,400,0.047961,56954.8,0.0876,84.82,0,Low_Risk,0,0.46923,0.16,23.0941,7194.4324,1139.1,623.655,8.0
AML_Customer_00988,SG,0.2,10456.03,28,0.039,89.33,0,0,1458,9.6,109.3286,784,0.001521,292768.84,0.0078,10.67,0,Low_Risk,0,0.43049250000000006,0.04,1143.1427,113.8489,2091.21,407.785,5.6
AML_Customer_00989,CA,0.16,4867.91,25,0.631,86.79,1,0,912,99.37,23.6965,625,0.398161,121697.75,0.10096,13.21,0,Low_Risk,0,0.4139999999999999,0.0256,115.3527,174.5041,778.87,3071.651,4.0
AML_Customer_00990,NG,0.65,2811.56,18,-0.041,57.81,3,0,1881,75.27,7.9049,324,0.001681,50608.08,-0.02665,42.19,0,Low_Risk,1,0.462075,0.4225,22.225,1779.9961,1827.51,-115.274,11.7
AML_Customer_00991,NG,0.65,7966.36,14,-0.213,79.35,0,1,604,43.77,63.4629,196,0.045369,111529.04,-0.13845,20.65,0,Low_Risk,1,0.51827,0.4225,505.5682,426.4225,5178.13,-1696.835,9.1
AML_Customer_00992,BR,0.4,7270.04,24,0.394,47.81,1,1,1488,61.82,52.8535,576,0.155236,174480.96,0.1576,52.19,1,High_Risk,0,0.600505,0.16,384.2469,2723.7961,2908.02,2864.396,9.6
AML_Customer_00993,CA,0.16,112051.79,27,0.404,55.59,3,0,3329,8.76,12555.6036,729,0.163216,3025398.33,0.06464,44.41,1,High_Risk,0,0.6223399999999999,0.0256,1406877.8626,1972.2481,17928.29,45268.923,4.32
AML_Customer_00994,IN,0.35,15259.53,18,0.139,94.97,0,1,1529,49.53,232.8533,324,0.019321,274671.54,0.04865,5.03,0,Low_Risk,0,0.513035,0.1225,3553.2312,25.3009,5340.84,2121.075,6.3
AML_Customer_00995,DE,0.17,2495.84,28,0.317,59.57,2,0,1521,93.08,6.2292,784,0.100489,69883.52,0.05389,40.43,0,Low_Risk,0,0.4152725,0.0289,15.5471,1634.5849,424.29,791.181,4.76
AML_Customer_00996,US,0.15,5626.41,22,0.067,27.61,1,0,3202,89.66,31.6565,484,0.004489,123781.02,0.01005,72.39,0,Low_Risk,0,0.3393025,0.0225,178.1124,5240.3121,843.96,376.969,3.3
AML_Customer_00997,IR,0.75,27484.66,17,0.162,63.73,1,1,2500,33.74,755.4065,289,0.026244,467239.22,0.1215,36.27,1,High_Risk,1,0.7905800000000001,0.5625,20762.0918,1315.5129,20613.5,4452.515,12.75
AML_Customer_00998,UK,0.18,79892.94,33,0.488,63.43,2,0,3457,53.14,6382.8819,1089,0.238144,2636467.02,0.08784,36.57,1,High_Risk,0,0.7019399999999999,0.0324,509947.1976,1337.3649,14380.73,38987.755,5.94
AML_Customer_00999,PK,0.55,2026.4,19,0.299,88.97,0,1,1192,69.74,4.1063,361,0.089401,38501.6,0.16445,11.03,0,Low_Risk,1,0.49492250000000004,0.3025,8.321,121.6609,1114.52,605.894,10.45
AML_Customer_01000,SG,0.2,1510.32,32,0.021,65.29,0,0,3232,34.0,2.2811,1024,0.000441,48330.24,0.0042,34.71,0,Low_Risk,0,0.32843250000000007,0.04,3.4451,1204.7841,302.06,31.717,6.4
AML_Customer_01001,UK,0.18,64277.52,21,0.553,56.57,0,0,2626,6.49,4131.5996,441,0.305809,1349827.92,0.09954,43.43,0,Low_Risk,0,0.5320175,0.0324,265568.9745,1886.1649,11569.95,35545.469,3.78
AML_Customer_01002,IN,0.35,14612.23,11,-0.748,85.9,1,1,2545,50.54,213.5173,121,0.559504,160734.53,-0.2618,14.1,0,Low_Risk,0,0.474785,0.1225,3119.9634,198.81,5114.28,-10929.948,3.85
AML_Customer_01003,RU,0.7,4153.5,28,0.798,67.42,1,1,3581,60.16,17.2516,784,0.636804,116298.0,0.5586,32.58,1,High_Risk,1,0.7068325,0.49,71.6544,1061.4564,2907.45,3314.493,19.6
AML_Customer_01004,BR,0.4,16892.57,21,-0.517,50.0,2,0,140,0.58,285.3589,441,0.267289,354743.97,-0.2068,50.0,0,Low_Risk,0,0.49944250000000007,0.16,4820.4456,2500.0,6757.03,-8733.459,8.4
AML_Customer_01005,NG,0.65,709.28,23,-0.139,88.1,1,1,2230,9.56,0.5031,529,0.019321,16313.44,-0.09035,11.9,0,Low_Risk,1,0.46064000000000005,0.4225,0.3568,141.61,461.03,-98.59,14.95
AML_Customer_01006,IN,0.35,9930.59,19,0.066,68.87,0,1,2994,20.73,98.6166,361,0.004356,188681.21,0.0231,31.13,0,Low_Risk,0,0.4541125,0.1225,979.3212,969.0769,3475.71,655.419,6.65
AML_Customer_01007,BR,0.4,13736.63,19,0.029,65.06,0,1,2839,34.81,188.695,361,0.000841,260995.97,0.0116,34.94,0,Low_Risk,0,0.5240275000000001,0.16,2592.0334,1220.8036,5494.65,398.362,7.6
AML_Customer_01008,RU,0.7,24941.05,20,0.432,68.56,2,0,3343,54.11,622.056,400,0.186624,498821.0,0.3024,31.44,1,High_Risk,1,0.7896425,0.49,15514.7292,988.4736,17458.73,10774.534,14.0
AML_Customer_01009,CA,0.16,3590.71,23,-0.29,43.59,2,0,2797,29.38,12.8932,529,0.0841,82586.33,-0.0464,56.41,0,Low_Risk,0,0.2750375,0.0256,46.2957,3182.0881,574.51,-1041.306,3.68
AML_Customer_01010,AE,0.28,10782.58,19,0.171,54.45,4,1,2957,27.62,116.264,361,0.029241,204869.02,0.04788,45.55,0,Low_Risk,0,0.5259125000000001,0.0784,1253.6262,2074.8025,3019.12,1843.821,5.32
AML_Customer_01011,CA,0.16,3922.86,21,-0.122,65.07,0,0,711,86.93,15.3888,441,0.014884,82380.06,-0.01952,34.93,0,Low_Risk,0,0.250965,0.0256,60.3682,1220.1049,627.66,-478.589,3.36
AML_Customer_01012,PK,0.55,12776.77,24,0.183,61.11,5,0,798,14.51,163.2459,576,0.033489,306642.48,0.10065,38.89,1,High_Risk,1,0.7161725,0.3025,2085.7547,1512.4321,7027.22,2338.149,13.2
AML_Customer_01013,IR,0.75,4042.64,24,0.057,90.45,3,1,308,49.55,16.3429,576,0.003249,97023.36,0.04275,9.55,1,High_Risk,1,0.64307,0.5625,66.0686,91.2025,3031.98,230.43,18.0
AML_Customer_01014,US,0.15,6580.72,21,0.113,69.35,2,0,392,95.28,43.3059,441,0.012769,138195.12,0.01695,30.65,0,Low_Risk,0,0.35592250000000003,0.0225,284.9838,939.4225,987.11,743.621,3.15
AML_Customer_01015,BR,0.4,3656.22,25,-0.112,82.1,3,0,1678,62.5,13.3679,625,0.012544,91405.5,-0.0448,17.9,0,Low_Risk,0,0.43142250000000004,0.16,48.8761,320.41,1462.49,-409.497,10.0
AML_Customer_01016,IR,0.75,18979.91,24,-0.099,65.19,1,1,1461,71.72,360.237,576,0.009801,455517.84,-0.07425,34.81,1,High_Risk,1,0.8296100000000002,0.5625,6837.2655,1211.7361,14234.93,-1879.011,18.0
AML_Customer_01017,UK,0.18,23352.31,22,0.181,86.13,1,0,1228,43.12,545.3304,484,0.032761,513750.82,0.03258,13.87,0,Low_Risk,0,0.4993525,0.0324,12734.7241,192.3769,4203.42,4226.768,3.96
AML_Customer_01018,IN,0.35,7827.35,19,0.41,72.95,2,0,630,1.99,61.2674,361,0.1681,148719.65,0.1435,27.05,0,Low_Risk,0,0.412105,0.1225,479.5614,731.7025,2739.57,3209.214,6.65
AML_Customer_01019,IR,0.75,10282.9,23,-0.129,65.27,2,1,1188,64.61,105.738,529,0.016641,236506.7,-0.09675,34.73,1,High_Risk,1,0.7624675000000001,0.5625,1087.2936,1206.1729,7712.17,-1326.494,17.25
AML_Customer_01020,US,0.15,2324.84,27,-0.224,64.73,0,0,3607,63.19,5.4049,729,0.050176,62770.68,-0.0336,35.27,0,Low_Risk,0,0.24905999999999998,0.0225,12.5655,1243.9729,348.73,-520.764,4.05
AML_Customer_01021,BR,0.4,7334.34,25,0.295,45.91,1,1,2371,11.04,53.7925,625,0.087025,183358.5,0.118,54.09,0,Low_Risk,0,0.5652175,0.16,394.5328,2925.7281,2933.74,2163.63,10.0
AML_Customer_01022,CA,0.16,9412.51,32,0.069,75.14,2,0,1548,46.22,88.5953,1024,0.004761,301200.32,0.01104,24.86,0,Low_Risk,0,0.46391249999999995,0.0256,833.9046,618.0196,1506.0,649.463,5.12
AML_Customer_01023,IR,0.75,136052.09,26,0.371,64.2,2,1,1868,91.53,18510.1712,676,0.137641,3537354.34,0.27825,35.8,1,High_Risk,1,1.02292,0.5625,2518347.4771,1281.64,102039.07,50475.325,19.5
AML_Customer_01024,PK,0.55,3255.28,18,-0.237,54.96,1,0,900,20.51,10.5968,324,0.056169,58595.04,-0.13035,45.04,0,Low_Risk,1,0.38247000000000003,0.3025,34.4957,2028.6016,1790.4,-771.501,9.9
AML_Customer_01025,IR,0.75,42795.03,29,-0.543,87.13,3,1,1472,46.11,1831.4146,841,0.294849,1241055.87,-0.40725,12.87,1,High_Risk,1,0.9288850000000001,0.5625,78375.4424,165.6369,32096.27,-23237.701,21.75
AML_Customer_01026,AE,0.28,26818.81,32,-0.107,40.0,3,0,3307,46.11,719.2486,1024,0.011449,858201.92,-0.02996,60.0,1,High_Risk,0,0.637485,0.0784,19289.3907,3600.0,7509.27,-2869.613,8.96
AML_Customer_01027,RU,0.7,13103.52,23,-0.188,56.55,3,1,1371,81.08,171.7022,529,0.035344,301380.96,-0.1316,43.45,1,High_Risk,1,0.8098325000000001,0.49,2249.9037,1887.9025,9172.46,-2463.462,16.1
AML_Customer_01028,RU,0.7,57447.14,28,0.052,85.55,5,1,2150,82.46,3300.1739,784,0.002704,1608519.92,0.0364,14.45,1,High_Risk,1,0.9872974999999999,0.49,189585.5517,208.8025,40213.0,2987.251,19.6
AML_Customer_01029,DE,0.17,14358.62,33,-0.143,71.31,2,0,2336,75.93,206.17,1089,0.020449,473834.46,-0.02431,28.69,0,Low_Risk,0,0.526265,0.0289,2960.3162,823.1161,2440.97,-2053.283,5.61
AML_Customer_01030,NG,0.65,14605.58,25,0.339,64.04,0,1,1411,36.55,213.323,625,0.114921,365139.5,0.22035,35.96,1,High_Risk,1,0.79512,0.4225,3115.7057,1293.1216,9493.63,4951.292,16.25
AML_Customer_01031,US,0.15,9385.11,17,-0.021,70.02,2,0,1201,7.2,88.0803,289,0.000441,159546.87,-0.00315,29.98,0,Low_Risk,0,0.2554,0.0225,826.6432,898.8004,1407.77,-197.087,2.55
AML_Customer_01032,IN,0.35,33643.29,17,0.133,68.59,1,1,1278,34.95,1131.871,289,0.017689,571935.93,0.04655,31.41,1,High_Risk,0,0.5933299999999999,0.1225,38079.863,986.5881,11775.15,4474.558,5.95
AML_Customer_01033,CA,0.16,29627.83,21,0.135,34.67,0,0,1158,67.98,877.8083,441,0.018225,622184.43,0.0216,65.33,0,Low_Risk,0,0.48993,0.0256,26007.5554,4268.0089,4740.45,3999.757,3.36
AML_Customer_01034,UK,0.18,5293.96,25,0.148,58.01,2,0,2433,70.27,28.026,625,0.021904,132349.0,0.02664,41.99,0,Low_Risk,0,0.42919,0.0324,148.3686,1763.1601,952.91,783.506,4.5
AML_Customer_01035,US,0.15,2645.86,23,0.072,97.33,2,0,1591,96.5,7.0006,529,0.005184,60854.78,0.0108,2.67,0,Low_Risk,0,0.2936075,0.0225,18.5225,7.1289,396.88,190.502,3.45
AML_Customer_01036,BR,0.4,8078.97,24,0.259,51.81,1,0,1314,45.36,65.2698,576,0.067081,193895.28,0.1036,48.19,0,Low_Risk,0,0.5166175,0.16,527.3124,2322.2761,3231.59,2092.453,9.6
AML_Customer_01037,DE,0.17,4446.9,24,-0.198,58.63,2,1,600,63.24,19.7749,576,0.039204,106725.6,-0.03366,41.37,0,Low_Risk,0,0.41203999999999996,0.0289,87.9371,1711.4769,755.97,-880.486,4.08
AML_Customer_01038,BR,0.4,9287.97,21,0.57,54.17,1,0,2650,53.92,86.2664,441,0.3249,195047.37,0.228,45.83,0,Low_Risk,0,0.5211525,0.16,801.2396,2100.3889,3715.19,5294.143,8.4
AML_Customer_01039,US,0.15,34113.15,22,-0.003,63.26,0,1,2894,15.06,1163.707,484,9e-06,750489.3,-0.00045,36.74,0,Low_Risk,0,0.4706425000000001,0.0225,39697.7115,1349.8276,5116.97,-102.339,3.3
AML_Customer_01040,DE,0.17,6264.78,25,-0.379,53.34,3,0,1979,46.12,39.2475,625,0.143641,156619.5,-0.06443,46.66,0,Low_Risk,0,0.38885499999999995,0.0289,245.8768,2177.1556,1065.01,-2374.352,4.25
AML_Customer_01041,IN,0.35,9482.25,25,0.146,74.73,0,1,3171,54.48,89.9131,625,0.021316,237056.25,0.0511,25.27,0,Low_Risk,0,0.5558475,0.1225,852.5782,638.5729,3318.79,1384.408,8.75
AML_Customer_01042,NG,0.65,10488.37,20,-0.218,68.95,1,1,2007,95.07,110.0059,400,0.047524,209767.4,-0.1417,31.05,1,High_Risk,1,0.7040125,0.4225,1153.7826,964.1025,6817.44,-2286.465,13.0
AML_Customer_01043,DE,0.17,23119.48,26,0.313,80.47,3,0,3548,36.65,534.5104,676,0.097969,601106.48,0.05321,19.53,0,Low_Risk,0,0.5727300000000001,0.0289,12357.6015,381.4209,3930.31,7236.397,4.42
AML_Customer_01044,IN,0.35,1046.4,21,0.853,43.98,0,1,2010,98.01,1.095,441,0.727609,21974.4,0.29855,56.02,0,Low_Risk,0,0.455565,0.1225,1.1458,3138.2404,366.24,892.579,7.35
AML_Customer_01045,RU,0.7,5395.39,28,-0.195,58.19,1,0,476,54.23,29.1102,784,0.038025,151070.92,-0.1365,41.81,0,Low_Risk,1,0.5839525,0.49,157.0611,1748.0761,3776.77,-1052.101,19.6
AML_Customer_01046,IN,0.35,12225.55,19,0.196,60.49,0,0,812,24.25,149.4641,361,0.038416,232285.45,0.0686,39.51,0,Low_Risk,0,0.42942250000000004,0.1225,1827.2805,1561.0401,4278.94,2396.208,6.65
AML_Customer_01047,CA,0.16,32862.22,29,-0.534,74.11,0,1,1310,19.17,1079.9255,841,0.285156,953004.38,-0.08544,25.89,0,Low_Risk,0,0.5546325,0.0256,35488.7495,670.2921,5257.96,-17548.425,4.64
AML_Customer_01048,US,0.15,6051.72,22,0.239,49.14,1,0,2986,14.17,36.6233,484,0.057121,133137.84,0.03585,50.86,0,Low_Risk,0,0.29937,0.0225,221.634,2586.7396,907.76,1446.361,3.3
AML_Customer_01049,RU,0.7,1515.42,23,-0.23,83.31,3,1,973,45.29,2.2965,529,0.0529,34854.66,-0.161,16.69,0,Low_Risk,1,0.5449525000000001,0.49,3.4802,278.5561,1060.79,-348.547,16.1
AML_Customer_01050,US,0.15,18392.74,28,-0.139,88.73,0,0,2973,2.19,338.2929,784,0.019321,514996.72,-0.02085,11.27,0,Low_Risk,0,0.3942875,0.0225,6222.1331,127.0129,2758.91,-2556.591,4.2
AML_Customer_01051,RU,0.7,5242.94,26,-0.305,45.22,2,1,3007,44.5,27.4884,676,0.093025,136316.44,-0.2135,54.78,1,High_Risk,1,0.654715,0.49,144.1201,3000.8484,3670.06,-1599.097,18.2
AML_Customer_01052,AE,0.28,3011.92,30,0.336,55.18,3,1,666,98.84,9.0717,900,0.112896,90357.6,0.09408,44.82,0,Low_Risk,0,0.5757225,0.0784,27.3231,2008.8324,843.34,1012.005,8.4
AML_Customer_01053,IR,0.75,5301.02,23,0.433,54.36,2,1,3003,67.01,28.1008,529,0.187489,121923.46,0.32475,45.64,1,High_Risk,1,0.7089425,0.5625,148.963,2083.0096,3975.77,2295.342,17.25
AML_Customer_01054,NG,0.65,8229.45,22,0.088,100.0,2,1,560,75.98,67.7238,484,0.007744,181047.9,0.0572,0.0,1,High_Risk,1,0.674725,0.4225,557.33,0.0,5349.14,724.192,14.3
AML_Customer_01055,PK,0.55,5405.95,14,-0.223,56.4,1,0,148,11.9,29.2243,196,0.049729,75683.3,-0.12265,43.6,0,Low_Risk,1,0.4010825,0.3025,157.9851,1900.96,2973.27,-1205.527,7.7
AML_Customer_01056,DE,0.17,1090.55,20,0.636,98.55,0,0,95,47.31,1.1893,400,0.404496,21811.0,0.10812,1.45,0,Low_Risk,0,0.23472250000000003,0.0289,1.297,2.1025,185.39,693.59,3.4
AML_Customer_01057,BR,0.4,24271.7,25,-0.183,39.67,3,0,2322,28.62,589.1154,625,0.033489,606792.5,-0.0732,60.33,1,High_Risk,0,0.6238175,0.16,14298.8328,3639.7089,9708.68,-4441.721,10.0
AML_Customer_01058,SG,0.2,35414.44,23,-0.677,45.21,1,0,2134,89.41,1254.1826,529,0.458329,814532.12,-0.1354,54.79,0,Low_Risk,0,0.5755250000000002,0.04,44416.173,3001.9441,7082.89,-23975.576,4.6
AML_Customer_01059,AE,0.28,18987.23,29,0.24,51.27,4,0,1097,18.13,360.5149,841,0.0576,550629.67,0.0672,48.73,1,High_Risk,0,0.623945,0.0784,6845.1794,2374.6129,5316.42,4556.935,8.12
AML_Customer_01060,IN,0.35,3172.62,25,-0.307,48.09,2,0,2601,45.87,10.0655,625,0.094249,79315.5,-0.10745,51.91,0,Low_Risk,0,0.3891975,0.1225,31.9341,2694.6481,1110.42,-973.994,8.75
AML_Customer_01061,RU,0.7,8091.01,33,0.426,59.64,2,1,1943,58.8,65.4644,1089,0.181476,267003.33,0.2982,40.36,1,High_Risk,1,0.8026625,0.49,529.6735,1628.9296,5663.71,3446.77,23.1
AML_Customer_01062,PK,0.55,9832.8,27,-0.053,50.82,3,0,453,51.4,96.684,729,0.002809,265485.6,-0.02915,49.18,1,High_Risk,1,0.65438,0.3025,950.674,2418.6724,5408.04,-521.138,14.85
AML_Customer_01063,BR,0.4,18012.02,32,0.291,48.61,1,1,3637,83.02,324.4329,1024,0.084681,576384.64,0.1164,51.39,1,High_Risk,0,0.7655350000000001,0.16,5843.6912,2640.9321,7204.81,5241.498,12.8
AML_Customer_01064,SG,0.2,19309.27,27,0.571,88.17,3,0,424,23.15,372.8479,729,0.326041,521350.29,0.1142,11.83,1,High_Risk,0,0.6010949999999999,0.04,7199.4209,139.9489,3861.85,11025.593,5.4
AML_Customer_01065,SG,0.2,4749.65,22,-0.343,89.48,0,0,2527,37.74,22.5592,484,0.117649,104492.3,-0.0686,10.52,0,Low_Risk,0,0.2776975,0.04,107.1482,110.6704,949.93,-1629.13,4.4
AML_Customer_01066,BR,0.4,10742.85,27,-0.118,83.99,5,0,1310,79.21,115.4088,729,0.013924,290056.95,-0.0472,16.01,0,Low_Risk,0,0.5819425,0.16,1239.8197,256.3201,4297.14,-1267.656,10.8
AML_Customer_01067,CA,0.16,15635.21,20,0.054,75.48,2,0,2070,52.81,244.4598,400,0.002916,312704.2,0.00864,24.52,0,Low_Risk,0,0.4196849999999999,0.0256,3822.1802,601.2304,2501.63,844.301,3.2
AML_Customer_01068,US,0.15,42438.97,23,0.618,66.85,2,0,983,40.21,1801.0662,529,0.381924,976096.31,0.0927,33.15,0,Low_Risk,0,0.5560075000000001,0.0225,76435.3934,1098.9225,6365.85,26227.283,3.45
AML_Customer_01069,DE,0.17,20020.39,20,-0.15,55.06,1,1,1849,2.94,400.816,400,0.0225,400407.8,-0.0255,44.94,0,Low_Risk,0,0.45885000000000004,0.0289,8024.493,2019.6036,3403.47,-3003.058,3.4
AML_Customer_01070,CA,0.16,21786.74,26,-0.128,45.94,1,0,1889,75.34,474.662,676,0.016384,566455.24,-0.02048,54.06,0,Low_Risk,0,0.5159475,0.0256,10341.3384,2922.4836,3485.88,-2788.703,4.16
AML_Customer_01071,CA,0.16,10762.54,25,0.247,72.26,1,0,3462,97.22,115.8323,625,0.061009,269063.5,0.03952,27.74,0,Low_Risk,0,0.4800025,0.0256,1246.6494,769.5076,1722.01,2658.347,4.0
AML_Customer_01072,CA,0.16,40556.82,26,-0.122,41.53,2,0,792,62.03,1644.8556,676,0.014884,1054477.32,-0.01952,58.47,0,Low_Risk,0,0.566635,0.0256,66710.1145,3418.7409,6489.09,-4947.932,4.16
AML_Customer_01073,US,0.15,14909.63,29,0.133,45.12,0,0,1659,85.65,222.2971,841,0.017689,432379.27,0.01995,54.88,0,Low_Risk,0,0.4982025,0.0225,3314.367,3011.8144,2236.44,1982.981,4.35
AML_Customer_01074,US,0.15,4183.54,19,-0.463,88.06,1,1,1433,51.69,17.502,361,0.214369,79487.26,-0.06945,11.94,0,Low_Risk,0,0.2648275,0.0225,73.2203,142.5636,627.53,-1936.979,2.85
AML_Customer_01075,PK,0.55,40270.32,23,0.855,100.0,2,0,472,23.17,1621.6987,529,0.731025,926217.36,0.47025,0.0,1,High_Risk,1,0.8077325000000001,0.3025,65306.3245,0.0,22148.68,34431.124,12.65
AML_Customer_01076,SG,0.2,19888.63,21,-0.392,72.87,1,0,3044,1.44,395.5576,441,0.153664,417661.23,-0.0784,27.13,0,Low_Risk,0,0.42224,0.04,7867.0988,736.0369,3977.73,-7796.343,4.2
AML_Customer_01077,SG,0.2,6354.74,16,-0.033,87.13,5,0,2969,65.34,40.3827,256,0.001089,101675.84,-0.0066,12.87,0,Low_Risk,0,0.33469750000000004,0.04,256.6217,165.6369,1270.95,-209.706,3.2
AML_Customer_01078,BR,0.4,6127.29,19,0.069,60.08,4,1,2611,49.31,37.5437,361,0.004761,116418.51,0.0276,39.92,0,Low_Risk,0,0.5105125,0.16,230.041,1593.6064,2450.92,422.783,7.6
AML_Customer_01079,UK,0.18,13314.06,19,0.749,38.25,2,0,1527,78.21,177.2642,361,0.561001,252967.14,0.13482,61.75,0,Low_Risk,0,0.5139849999999999,0.0324,2360.1061,3813.0625,2396.53,9972.231,3.42
AML_Customer_01080,IR,0.75,15727.79,27,-0.384,77.24,1,1,186,69.47,247.3634,729,0.147456,424650.33,-0.288,22.76,1,High_Risk,1,0.82972,0.5625,3890.4793,518.0176,11795.84,-6039.471,20.25
AML_Customer_01081,NG,0.65,12055.69,24,0.774,76.39,1,0,118,98.8,145.3397,576,0.599076,289336.56,0.5031,23.61,1,High_Risk,1,0.7764375,0.4225,1752.1699,557.4321,7836.2,9331.104,15.6
AML_Customer_01082,US,0.15,13511.67,23,0.345,66.43,3,0,2279,51.03,182.5652,529,0.119025,310768.41,0.05175,33.57,0,Low_Risk,0,0.46752750000000004,0.0225,2466.7611,1126.9449,2026.75,4661.526,3.45
AML_Customer_01083,SG,0.2,54174.05,24,0.226,60.15,3,1,1009,42.72,2934.8277,576,0.051076,1300177.2,0.0452,39.85,1,High_Risk,0,0.7087149999999999,0.04,158991.5022,1588.0225,10834.81,12243.335,4.8
AML_Customer_01084,RU,0.7,28898.45,23,-0.265,84.24,2,0,491,28.67,835.1204,529,0.070225,664664.35,-0.1855,15.76,1,High_Risk,1,0.7452475,0.49,24133.6855,248.3776,20228.92,-7658.089,16.1
AML_Customer_01085,IR,0.75,11975.71,28,0.28,45.29,6,0,3582,47.69,143.4176,784,0.0784,335319.88,0.21,54.71,1,High_Risk,1,0.8265275,0.5625,1717.5279,2993.1841,8981.78,3353.199,21.0
AML_Customer_01086,AE,0.28,25369.69,17,-0.173,49.52,1,0,2786,87.29,643.6212,289,0.029929,431284.73,-0.04844,50.48,0,Low_Risk,0,0.5001700000000001,0.0784,16328.4696,2548.2304,7103.51,-4388.956,4.76
AML_Customer_01087,IN,0.35,3524.44,21,0.523,44.84,0,0,2531,4.24,12.4217,441,0.273529,74013.24,0.18305,55.16,0,Low_Risk,0,0.340205,0.1225,43.7795,3042.6256,1233.55,1843.282,7.35
AML_Customer_01088,UK,0.18,14734.21,23,-0.26,66.7,0,0,3571,97.79,217.0969,529,0.0676,338886.83,-0.0468,33.3,0,Low_Risk,0,0.458385,0.0324,3198.752,1108.89,2652.16,-3830.895,4.14
AML_Customer_01089,PK,0.55,60433.95,32,0.04,43.24,0,1,409,99.33,3652.2623,1024,0.0016,1933886.4,0.022,56.76,1,High_Risk,1,0.9513699999999999,0.3025,220720.638,3221.6976,33238.67,2417.358,17.6
AML_Customer_01090,CA,0.16,7958.17,19,-0.114,51.32,2,0,430,59.78,63.3325,361,0.012996,151205.23,-0.01824,48.68,0,Low_Risk,0,0.32595999999999997,0.0256,504.0106,2369.7424,1273.31,-907.231,3.04
AML_Customer_01091,IR,0.75,4240.2,21,-0.266,50.88,4,1,1132,33.15,17.9793,441,0.070756,89044.2,-0.1995,49.12,1,High_Risk,1,0.5930924999999999,0.5625,76.2358,2412.7744,3180.15,-1127.893,15.75
